SalesID,ProductID,StoreID,CustomerID,EmployeeID,DeliveryAddressID,PackageTypeID,PaymentTypeID,PromotionID,UnitPrice,Quantity,OrderDate,DeliveryDate,Discount
61,54,3,89,5,14500,1,1,13,2,60,7/31/2017 0:00,8/9/2017 0:00,0.05
62,117,3,89,5,14500,1,1,13,27.8,20,7/31/2017 0:00,8/9/2017 0:00,0.05
63,58,3,87,1,5623,4,2,13,15.2,30,8/1/2017 0:00,8/2/2017 0:00,0
64,71,3,87,1,5623,4,2,13,36.8,25,8/1/2017 0:00,8/2/2017 0:00,0
65,54,3,75,6,3652,5,4,13,2,24,8/1/2017 0:00,8/30/2017 0:00,0
66,36,3,65,6,455,1,1,,64.8,6,8/2/2017 0:00,8/6/2017 0:00,0
67,51,3,65,6,455,1,1,,10,40,8/2/2017 0:00,8/6/2017 0:00,0
68,52,3,65,6,455,1,1,,10,40,8/2/2017 0:00,8/6/2017 0:00,0
69,117,3,65,6,455,1,1,,27.8,24,8/2/2017 0:00,8/6/2017 0:00,0
70,20,3,63,3,10950,4,2,,24.8,24,8/5/2017 0:00,8/12/2017 0:00,0.05
71,51,3,63,3,10950,4,2,,10,15,8/5/2017 0:00,8/12/2017 0:00,0.05
72,52,3,63,3,10950,4,2,,10,15,8/5/2017 0:00,8/12/2017 0:00,0.05
73,54,3,63,3,10950,4,2,,2,20,8/5/2017 0:00,8/12/2017 0:00,0
74,65,3,63,3,10950,4,2,,14.7,60,8/5/2017 0:00,8/12/2017 0:00,0.05
75,123,3,63,3,10950,4,2,,14.4,33,8/5/2017 0:00,8/12/2017 0:00,0.05
76,116,3,85,6,2309,1,1,,17.2,20,8/6/2017 0:00,8/16/2017 0:00,0
77,117,3,85,6,2309,1,1,,27.8,7,8/6/2017 0:00,8/16/2017 0:00,0
78,41,3,49,1,12007,4,4,,3.6,12,8/7/2017 0:00,8/9/2017 0:00,0.05
79,97,3,49,1,12007,4,4,,44,6,8/7/2017 0:00,8/9/2017 0:00,0.05
80,20,3,80,8,4459,1,2,,24.8,15,8/8/2017 0:00,8/14/2017 0:00,0
81,23,3,80,8,4459,1,2,,4.8,10,8/8/2017 0:00,8/14/2017 0:00,0
82,45,3,52,2,13009,4,1,,36.4,20,8/9/2017 0:00,8/13/2017 0:00,0
83,104,3,52,2,13009,4,1,,39.4,12,8/9/2017 0:00,8/13/2017 0:00,0
84,72,3,5,8,953,4,1,,15.5,16,8/12/2017 0:00,8/16/2017 0:00,0
85,97,3,5,8,953,4,1,,44,15,8/12/2017 0:00,8/16/2017 0:00,0
86,105,3,5,8,953,4,1,,35.1,8,8/12/2017 0:00,8/16/2017 0:00,0
87,119,3,5,8,953,4,1,,12,25,8/12/2017 0:00,8/16/2017 0:00,0
88,32,3,44,8,1590,5,2,,31.2,15,8/13/2017 0:00,8/16/2017 0:00,0.25
89,41,3,5,2,85,1,4,,3.6,12,8/14/2017 0:00,9/12/2017 0:00,0
90,88,3,5,2,85,1,4,,19.2,20,8/14/2017 0:00,9/12/2017 0:00,0
91,122,3,5,2,85,1,4,,6.2,30,8/14/2017 0:00,9/12/2017 0:00,0
92,35,3,69,4,5091,4,1,,7.3,1,8/14/2017 0:00,8/21/2017 0:00,0
93,41,3,69,4,5091,4,1,,3.6,6,8/14/2017 0:00,8/21/2017 0:00,0
94,57,3,69,4,5091,4,1,,14.4,4,8/14/2017 0:00,8/21/2017 0:00,0
95,49,3,69,4,2097,4,4,,20.7,6,8/15/2017 0:00,8/21/2017 0:00,0
96,90,3,69,4,2097,4,4,,15.6,2,8/15/2017 0:00,8/21/2017 0:00,0
97,27,3,46,3,1907,1,2,,12.4,20,8/16/2017 0:00,8/23/2017 0:00,0
98,35,3,46,3,1907,1,2,,7.3,18,8/16/2017 0:00,8/23/2017 0:00,0
99,99,3,46,3,1907,1,2,,27.2,35,8/16/2017 0:00,8/23/2017 0:00,0
100,100,3,46,3,1907,1,2,,27.2,35,8/16/2017 0:00,8/23/2017 0:00,0
101,117,3,46,3,1907,1,2,,27.8,3,8/16/2017 0:00,8/23/2017 0:00,0
102,46,3,44,4,6208,4,3,,35.1,15,8/19/2017 0:00,8/27/2017 0:00,0.25
103,72,3,44,4,6208,4,3,,15.5,21,8/19/2017 0:00,8/27/2017 0:00,0
104,99,3,44,4,6208,4,3,,27.2,20,8/19/2017 0:00,8/27/2017 0:00,0.25
105,100,3,44,4,6208,4,3,,27.2,20,8/19/2017 0:00,8/27/2017 0:00,0.25
106,111,3,44,4,6208,4,3,,11.2,5,8/19/2017 0:00,8/27/2017 0:00,0.25
107,5,3,63,1,3507,1,1,,14.4,45,8/20/2017 0:00,8/26/2017 0:00,0.2
108,65,3,63,1,3507,1,1,,14.7,40,8/20/2017 0:00,8/26/2017 0:00,0.2
109,86,3,63,1,3507,1,1,,26.2,36,8/20/2017 0:00,8/26/2017 0:00,0.2
110,57,3,63,8,8607,5,2,,14.4,100,8/21/2017 0:00,8/30/2017 0:00,0
111,104,3,63,8,8607,5,2,,39.4,40,8/21/2017 0:00,8/30/2017 0:00,0
112,29,3,67,8,13084,1,4,,13.9,40,8/22/2017 0:00,8/28/2017 0:00,0.15
113,55,3,67,8,13084,1,4,,11.2,20,8/22/2017 0:00,8/28/2017 0:00,0
114,75,3,67,8,13084,1,4,,9.6,15,8/22/2017 0:00,8/28/2017 0:00,0.15
115,87,3,66,4,6907,4,2,,5.9,10,8/23/2017 0:00,9/3/2017 0:00,0.1
116,112,3,66,4,6907,4,2,,10,3,8/23/2017 0:00,9/3/2017 0:00,0.1
117,9,3,11,7,2309,4,1,,8,30,8/26/2017 0:00,8/28/2017 0:00,0
118,107,3,11,7,2309,4,1,,26.6,9,8/26/2017 0:00,8/28/2017 0:00,0
119,11,3,15,8,5007,1,2,,17,20,8/27/2017 0:00,9/3/2017 0:00,0
120,48,3,15,8,5007,1,2,,99,15,8/27/2017 0:00,9/3/2017 0:00,0
121,78,3,15,8,5007,1,2,,16,15,8/27/2017 0:00,9/3/2017 0:00,0
122,124,3,15,8,5007,1,2,,10.4,10,8/27/2017 0:00,9/3/2017 0:00,0
123,23,3,61,6,6087,4,4,,4.8,20,8/27/2017 0:00,9/4/2017 0:00,0.1
124,72,3,61,6,6087,4,4,,15.5,24,8/27/2017 0:00,9/4/2017 0:00,0.1
125,80,3,61,6,6087,4,4,,42.4,2,8/27/2017 0:00,9/4/2017 0:00,0.1
126,36,3,81,1,12907,5,2,,64.8,20,8/28/2017 0:00,9/2/2017 0:00,0
127,34,3,80,1,12907,7,2,,50,12,8/29/2017 0:00,9/11/2017 0:00,0
128,41,3,80,1,12907,7,2,,3.6,10,8/29/2017 0:00,9/11/2017 0:00,0
129,105,3,80,1,12907,7,2,,35.1,5,8/29/2017 0:00,9/11/2017 0:00,0
130,122,3,80,1,12907,7,2,,6.2,6,8/29/2017 0:00,9/11/2017 0:00,0
131,5,3,65,4,1209,4,2,,14.4,18,8/30/2017 0:00,9/5/2017 0:00,0
132,32,3,65,4,1209,4,2,,31.2,15,8/30/2017 0:00,9/5/2017 0:00,0
133,71,3,65,4,1209,4,2,,36.8,15,8/30/2017 0:00,9/5/2017 0:00,0
134,99,3,65,4,1209,4,2,,27.2,21,8/30/2017 0:00,9/5/2017 0:00,0
135,100,3,65,4,1209,4,2,,27.2,21,8/30/2017 0:00,9/5/2017 0:00,0
136,122,3,65,4,1209,4,2,,6.2,6,8/30/2017 0:00,9/5/2017 0:00,0
137,89,3,85,2,4509,7,1,,30.4,4,9/2/2017 0:00,9/10/2017 0:00,0
138,21,3,46,6,3329,4,4,,16.8,12,9/3/2017 0:00,9/11/2017 0:00,0
139,29,3,46,6,3329,4,4,,13.9,30,9/3/2017 0:00,9/11/2017 0:00,0
140,113,3,46,6,3329,4,4,,28.8,15,9/3/2017 0:00,9/11/2017 0:00,0
141,64,3,7,5,6659,1,2,,14.4,60,9/4/2017 0:00,9/10/2017 0:00,0
142,117,3,7,5,6659,1,2,,27.8,20,9/4/2017 0:00,9/10/2017 0:00,0
143,7,3,37,6,1658,4,1,,15.2,40,9/5/2017 0:00,9/11/2017 0:00,0
144,58,3,37,6,1658,4,1,,15.2,40,9/5/2017 0:00,9/11/2017 0:00,0.25
145,97,3,37,6,1658,4,1,,44,30,9/5/2017 0:00,9/11/2017 0:00,0.25
146,104,3,37,6,1658,4,1,,39.4,15,9/5/2017 0:00,9/11/2017 0:00,0
147,35,3,67,4,6719,1,4,,7.3,15,9/6/2017 0:00,9/13/2017 0:00,0
148,115,3,67,4,6719,1,4,,12,20,9/6/2017 0:00,9/13/2017 0:00,0
149,110,3,49,2,3507,4,2,,13.6,30,9/9/2017 0:00,9/18/2017 0:00,0
150,112,3,49,2,3507,4,2,,10,20,9/9/2017 0:00,9/18/2017 0:00,0
151,65,3,86,8,2970,1,1,,14.7,10,9/9/2017 0:00,9/17/2017 0:00,0
152,89,3,86,8,2970,1,1,,30.4,20,9/9/2017 0:00,9/17/2017 0:00,0
153,32,3,76,4,3610,4,2,,31.2,40,9/10/2017 0:00,10/9/2017 0:00,0
154,45,3,76,4,3610,4,2,,36.4,28,9/10/2017 0:00,10/9/2017 0:00,0
155,71,3,76,4,3610,4,2,,36.8,12,9/10/2017 0:00,10/9/2017 0:00,0
156,65,3,30,7,9804,1,1,,14.7,40,9/11/2017 0:00,9/18/2017 0:00,0.1
157,109,3,30,7,9804,1,1,,16.8,30,9/11/2017 0:00,9/18/2017 0:00,0.1
158,112,3,30,7,9804,1,1,,10,15,9/11/2017 0:00,9/18/2017 0:00,0.1
159,78,3,80,1,3297,4,4,,16,30,9/12/2017 0:00,9/17/2017 0:00,0
160,97,3,80,1,3297,4,4,,44,10,9/12/2017 0:00,9/17/2017 0:00,0
161,116,3,80,1,3297,4,4,,17.2,2,9/12/2017 0:00,9/17/2017 0:00,0
162,34,3,55,8,1,7,1,,50,25,9/13/2017 0:00,10/9/2017 0:00,0.1
163,48,3,55,8,1,7,1,,99,25,9/13/2017 0:00,10/9/2017 0:00,0.1
164,64,3,55,8,1,7,1,,14.4,30,9/13/2017 0:00,10/9/2017 0:00,0.1
165,49,3,69,1,8523,1,3,,20.7,10,9/16/2017 0:00,9/23/2017 0:00,0
166,86,3,69,1,8523,1,3,,26.2,10,9/16/2017 0:00,9/23/2017 0:00,0
167,87,3,69,1,8523,1,3,,5.9,5,9/16/2017 0:00,9/23/2017 0:00,0
168,104,3,48,2,11267,1,1,,39.4,10,9/17/2017 0:00,9/25/2017 0:00,0
169,112,3,48,2,11267,1,1,,10,3,9/17/2017 0:00,9/25/2017 0:00,0
170,113,3,2,7,9608,4,1,,28.8,1,9/18/2017 0:00,9/24/2017 0:00,0
171,115,3,2,7,9608,4,1,,12,5,9/18/2017 0:00,9/24/2017 0:00,0
172,10,3,37,3,12009,1,2,,17.6,20,9/19/2017 0:00,10/23/2017 0:00,0
173,14,3,37,3,12009,1,2,,20,30,9/19/2017 0:00,10/23/2017 0:00,0
174,15,3,37,3,12009,1,2,,20,30,9/19/2017 0:00,10/23/2017 0:00,0
175,66,3,37,3,12009,1,2,,11.2,2,9/19/2017 0:00,10/23/2017 0:00,0
176,71,3,37,3,12009,1,2,,36.8,20,9/19/2017 0:00,10/23/2017 0:00,0
177,116,3,37,3,12009,1,2,,17.2,3,9/19/2017 0:00,10/23/2017 0:00,0
178,29,3,77,8,34,4,2,,13.9,10,9/20/2017 0:00,9/27/2017 0:00,0
179,104,3,77,8,34,4,2,,39.4,5,9/20/2017 0:00,9/27/2017 0:00,0
180,66,3,18,1,6527,1,1,,11.2,6,9/20/2017 0:00,9/26/2017 0:00,0
181,113,3,18,1,6527,1,1,,28.8,7,9/20/2017 0:00,9/26/2017 0:00,0
182,45,3,86,2,120,4,2,,36.4,4,9/23/2017 0:00,10/3/2017 0:00,0
183,71,3,86,2,120,4,2,,36.8,24,9/23/2017 0:00,10/3/2017 0:00,0
184,86,3,86,2,120,4,2,,26.2,20,9/23/2017 0:00,10/3/2017 0:00,0
185,122,3,86,2,120,4,2,,6.2,10,9/23/2017 0:00,10/3/2017 0:00,0
186,58,3,63,2,5443,7,1,,15.2,12,9/24/2017 0:00,10/4/2017 0:00,0
187,53,3,65,1,9601,4,4,,25.6,40,9/25/2017 0:00,10/4/2017 0:00,0.1
188,91,3,65,1,9601,4,4,,10.6,30,9/25/2017 0:00,10/4/2017 0:00,0.1
189,104,3,65,1,9601,4,4,,39.4,25,9/25/2017 0:00,10/4/2017 0:00,0.1
190,55,3,38,4,2504,4,2,,11.2,14,9/26/2017 0:00,10/3/2017 0:00,0
191,115,3,38,4,2504,4,2,,12,30,9/26/2017 0:00,10/3/2017 0:00,0
192,69,3,65,1,3507,1,1,,7.7,10,9/27/2017 0:00,10/8/2017 0:00,0
193,104,3,65,1,3507,1,1,,39.4,70,9/27/2017 0:00,10/8/2017 0:00,0
194,5,3,48,6,7507,5,2,,14.4,20,9/30/2017 0:00,10/10/2017 0:00,0
195,69,3,38,8,2397,1,3,,7.7,20,10/1/2017 0:00,10/4/2017 0:00,0
196,123,3,38,8,2397,1,3,,14.4,6,10/1/2017 0:00,10/4/2017 0:00,0
197,32,3,80,7,12097,4,1,,31.2,8,10/2/2017 0:00,10/11/2017 0:00,0
198,45,3,80,7,12097,4,1,,36.4,14,10/2/2017 0:00,10/11/2017 0:00,0
199,123,3,80,7,12097,4,1,,14.4,30,10/2/2017 0:00,10/11/2017 0:00,0
200,116,3,87,5,7209,4,4,,17.2,30,10/3/2017 0:00,10/18/2017 0:00,0
201,57,3,38,3,968,5,4,,14.4,10,10/3/2017 0:00,10/11/2017 0:00,0
202,82,3,58,7,5297,5,1,,5.6,20,10/4/2017 0:00,10/23/2017 0:00,0
203,27,3,39,4,1205,1,2,,12.4,5,10/7/2017 0:00,10/14/2017 0:00,0
204,42,3,39,4,1205,1,2,,11.2,4,10/7/2017 0:00,10/14/2017 0:00,0
205,64,3,39,4,1205,1,2,,14.4,4,10/7/2017 0:00,10/14/2017 0:00,0
206,29,3,71,9,3387,4,1,,13.9,21,10/8/2017 0:00,10/10/2017 0:00,0.15
207,57,3,71,9,3387,4,1,,14.4,70,10/8/2017 0:00,10/10/2017 0:00,0.15
208,75,3,71,9,3387,4,1,,9.6,30,10/8/2017 0:00,10/10/2017 0:00,0
209,97,3,71,9,3387,4,1,,44,40,10/8/2017 0:00,10/10/2017 0:00,0.15
210,105,3,71,9,3387,4,1,,35.1,80,10/8/2017 0:00,10/10/2017 0:00,0.15
211,14,3,39,1,9024,4,2,,20,6,10/9/2017 0:00,10/14/2017 0:00,0
212,15,3,39,1,9024,4,2,,20,6,10/9/2017 0:00,10/14/2017 0:00,0
213,23,3,39,1,9024,4,2,,4.8,12,10/9/2017 0:00,10/14/2017 0:00,0
214,25,3,39,1,9024,4,2,,18.6,9,10/9/2017 0:00,10/14/2017 0:00,0
215,26,3,39,1,9024,4,2,,18.6,9,10/9/2017 0:00,10/14/2017 0:00,0
216,51,3,39,1,9024,4,2,,10,4,10/9/2017 0:00,10/14/2017 0:00,0
217,52,3,39,1,9024,4,2,,10,4,10/9/2017 0:00,10/14/2017 0:00,0
218,117,3,39,1,9024,4,2,,27.8,40,10/9/2017 0:00,10/14/2017 0:00,0
219,10,3,8,4,1206,1,1,,17.6,24,10/10/2017 0:00,10/14/2017 0:00,0
220,90,3,8,4,1206,1,1,,15.6,16,10/10/2017 0:00,10/14/2017 0:00,0
221,122,3,8,4,1206,1,1,,6.2,50,10/10/2017 0:00,10/14/2017 0:00,0
222,7,3,24,2,6257,4,2,,15.2,25,10/11/2017 0:00,10/14/2017 0:00,0.2
223,21,3,24,2,6257,4,2,,16.8,50,10/11/2017 0:00,10/14/2017 0:00,0.2
224,49,3,24,2,6257,4,2,,20.7,35,10/11/2017 0:00,10/14/2017 0:00,0.2
225,91,3,24,2,6257,4,2,,10.6,30,10/11/2017 0:00,10/14/2017 0:00,0.2
226,97,3,28,4,96,1,1,,44,9,10/14/2017 0:00,10/17/2017 0:00,0
227,109,3,28,4,96,1,1,,16.8,40,10/14/2017 0:00,10/17/2017 0:00,0
228,112,3,28,4,96,1,1,,10,10,10/14/2017 0:00,10/17/2017 0:00,0
229,35,3,75,4,520,4,4,,7.3,10,10/15/2017 0:00,10/23/2017 0:00,0.05
230,49,3,75,4,520,4,4,,20.7,8,10/15/2017 0:00,10/23/2017 0:00,0.05
231,63,3,75,4,520,4,4,,210.8,20,10/15/2017 0:00,10/23/2017 0:00,0.05
232,89,3,75,4,520,4,4,,30.4,12,10/15/2017 0:00,10/23/2017 0:00,0.05
233,43,3,46,3,350,1,2,,24.9,50,10/16/2017 0:00,10/28/2017 0:00,0.15
234,44,3,46,3,350,1,2,,24.9,50,10/16/2017 0:00,10/28/2017 0:00,0.15
235,117,3,46,3,350,1,2,,27.8,25,10/16/2017 0:00,10/28/2017 0:00,0.15
236,87,3,9,9,6705,4,3,,5.9,15,10/16/2017 0:00,10/21/2017 0:00,0
237,34,3,51,3,3526,4,1,,50,40,10/17/2017 0:00,10/21/2017 0:00,0.2
238,66,3,51,3,3526,4,1,,11.2,10,10/17/2017 0:00,10/21/2017 0:00,0.2
239,76,3,51,3,3526,4,1,,7.6,16,10/17/2017 0:00,10/21/2017 0:00,0.2
240,25,3,87,5,982,1,2,,18.6,10,10/18/2017 0:00,10/25/2017 0:00,0
241,26,3,87,5,982,1,2,,18.6,10,10/18/2017 0:00,10/25/2017 0:00,0
242,37,3,87,5,982,1,2,,8,10,10/18/2017 0:00,10/25/2017 0:00,0.1
243,116,3,87,5,982,1,2,,17.2,40,10/18/2017 0:00,10/25/2017 0:00,0.1
244,82,3,84,8,12008,4,2,,5.6,8,10/21/2017 0:00,10/28/2017 0:00,0
245,112,3,84,8,12008,4,2,,10,10,10/21/2017 0:00,10/28/2017 0:00,0
246,7,3,37,7,25,1,4,,15.2,7,10/22/2017 0:00,10/24/2017 0:00,0.2
247,51,3,37,7,25,1,4,,10,25,10/22/2017 0:00,10/24/2017 0:00,0.2
248,52,3,37,7,25,1,4,,10,25,10/22/2017 0:00,10/24/2017 0:00,0.2
249,53,3,37,7,25,1,4,,25.6,6,10/22/2017 0:00,10/24/2017 0:00,0.2
250,80,3,37,7,25,1,4,,42.4,48,10/22/2017 0:00,10/24/2017 0:00,0.2
251,10,3,60,7,3607,14,3,,17.6,18,10/23/2017 0:00,10/25/2017 0:00,0.1
252,38,3,25,4,259,4,1,,7.2,40,10/24/2017 0:00,10/29/2017 0:00,0
253,39,3,25,4,259,4,1,,7.2,40,10/24/2017 0:00,10/29/2017 0:00,0
254,43,3,25,4,259,4,1,,24.9,24,10/24/2017 0:00,10/29/2017 0:00,0
255,44,3,25,4,259,4,1,,24.9,24,10/24/2017 0:00,10/29/2017 0:00,0
256,58,3,25,4,259,4,1,,15.2,20,10/24/2017 0:00,10/29/2017 0:00,0
257,62,3,25,4,259,4,1,,20.8,28,10/24/2017 0:00,10/29/2017 0:00,0
258,117,3,25,4,259,4,1,,27.8,25,10/24/2017 0:00,10/29/2017 0:00,0
259,32,3,55,4,4509,4,2,,31.2,20,10/25/2017 0:00,10/29/2017 0:00,0
260,49,3,55,4,4509,4,2,,20.7,15,10/25/2017 0:00,10/29/2017 0:00,0
261,10,3,51,2,2095,1,4,,17.6,10,10/28/2017 0:00,11/4/2017 0:00,0
262,32,3,51,2,2095,1,4,,31.2,70,10/28/2017 0:00,11/4/2017 0:00,0.05
263,104,3,51,2,2095,1,4,,39.4,28,10/28/2017 0:00,11/4/2017 0:00,0
264,34,3,9,1,123,4,2,,50,20,10/29/2017 0:00,11/8/2017 0:00,0.05
265,69,3,9,1,123,4,2,,7.7,12,10/29/2017 0:00,11/8/2017 0:00,0.05
266,71,3,9,1,123,4,2,,36.8,40,10/29/2017 0:00,11/8/2017 0:00,0.05
267,54,3,73,7,6559,1,1,,2,8,10/29/2017 0:00,11/5/2017 0:00,0
268,97,3,73,7,6559,1,1,,44,9,10/29/2017 0:00,11/5/2017 0:00,0.15
269,7,3,25,4,9695,4,4,,15.2,24,10/30/2017 0:00,11/4/2017 0:00,0.2
270,51,3,25,4,9695,4,4,,10,56,10/30/2017 0:00,11/4/2017 0:00,0.2
271,52,3,25,4,9695,4,4,,10,56,10/30/2017 0:00,11/4/2017 0:00,0.2
272,58,3,25,4,9695,4,4,,15.2,40,10/30/2017 0:00,11/4/2017 0:00,0.2
273,88,3,25,4,9695,4,4,,19.2,40,10/30/2017 0:00,11/4/2017 0:00,0.2
274,107,3,44,4,56,1,3,,26.6,50,10/31/2017 0:00,11/6/2017 0:00,0
275,112,3,44,4,56,1,3,,10,4,10/31/2017 0:00,11/6/2017 0:00,0.05
276,123,3,44,4,56,1,3,,14.4,15,10/31/2017 0:00,11/6/2017 0:00,0
277,10,3,89,4,12319,4,1,,17.6,35,11/1/2017 0:00,11/5/2017 0:00,0
278,17,3,89,4,12319,4,1,,32,70,11/1/2017 0:00,11/5/2017 0:00,0.25
279,17,3,63,2,454,4,2,,32,70,11/4/2017 0:00,11/11/2017 0:00,0
280,35,3,63,2,454,4,2,,7.3,80,11/4/2017 0:00,11/11/2017 0:00,0
281,66,3,63,2,454,4,2,,11.2,9,11/4/2017 0:00,11/11/2017 0:00,0
282,32,3,65,3,2231,1,1,,31.2,36,11/5/2017 0:00,11/8/2017 0:00,0.1
283,89,3,65,3,2231,1,1,,30.4,20,11/5/2017 0:00,11/8/2017 0:00,0
284,42,3,21,4,6949,4,4,,11.2,10,11/6/2017 0:00,11/8/2017 0:00,0
285,64,3,21,4,6949,4,4,,14.4,50,11/6/2017 0:00,11/8/2017 0:00,0.15
286,65,3,21,4,6949,4,4,,14.7,4,11/6/2017 0:00,11/8/2017 0:00,0
287,122,3,21,4,6949,4,4,,6.2,6,11/6/2017 0:00,11/8/2017 0:00,0.15
